"KO"	"extracted_text"
"1824"	"K07937"	"TRINITY_DN109766_c0_g1_i1"
"1825"	"K07937"	"TRINITY_DN109766_c0_g1_i2"
"1826"	"K07937"	"TRINITY_DN109766_c0_g2_i2"
"1827"	"K07937"	"TRINITY_DN109766_c1_g1_i1"
"1834"	"K00026"	"TRINITY_DN109783_c0_g1_i1"
"1835"	"K00026"	"TRINITY_DN109783_c0_g1_i2"
"1841"	"K06096"	"TRINITY_DN109891_c0_g1_i1"
"1842"	"K12827"	"TRINITY_DN109894_c0_g1_i1"
"1843"	"K12827"	"TRINITY_DN109894_c0_g2_i1"
"1846"	"K01524"	"TRINITY_DN109979_c0_g1_i2"
"1855"	"K00434"	"TRINITY_DN110125_c0_g1_i1"
"1856"	"K00434"	"TRINITY_DN110125_c0_g1_i2"
"1857"	"K04703"	"TRINITY_DN110199_c0_g1_i2"
"1863"	"K17086"	"TRINITY_DN1102_c0_g1_i18"
"1872"	"K22912"	"TRINITY_DN11031_c0_g1_i1"
"1874"	"K07937"	"TRINITY_DN1103_c0_g3_i1"
"1875"	"K07937"	"TRINITY_DN1103_c0_g3_i2"
"1876"	"K07937"	"TRINITY_DN1103_c0_g3_i3"
"1877"	"K07937"	"TRINITY_DN1103_c0_g3_i4"
"1878"	"K07937"	"TRINITY_DN1103_c0_g3_i5"
"1884"	"K02732"	"TRINITY_DN110553_c0_g1_i3"
"1885"	"K02870"	"TRINITY_DN11055_c0_g1_i1"
"1886"	"K02870"	"TRINITY_DN11055_c0_g2_i1"
"1907"	"K02564"	"TRINITY_DN110838_c0_g1_i1"
"1909"	"K08574"	"TRINITY_DN110848_c0_g2_i1"
"1919"	"K03017"	"TRINITY_DN110944_c1_g1_i4"
"1920"	"K12816"	"TRINITY_DN110948_c0_g2_i1"
"1922"	"K01135"	"TRINITY_DN110972_c0_g1_i1"
"1923"	"K01135"	"TRINITY_DN110972_c0_g2_i1"
"1924"	"K00464"	"TRINITY_DN110978_c0_g1_i1"
"1942"	"K15043"	"TRINITY_DN111062_c0_g1_i1"
"1943"	"K00010"	"TRINITY_DN111069_c0_g1_i1"
"1944"	"K00010"	"TRINITY_DN111069_c0_g1_i2"
"1948"	"K02147"	"TRINITY_DN111070_c0_g1_i2"
"1950"	"K01267"	"TRINITY_DN111077_c0_g1_i1"
"1951"	"K16810"	"TRINITY_DN111094_c0_g1_i1"
"1958"	"K13165"	"TRINITY_DN1110_c2_g1_i8"
"1977"	"K01006"	"TRINITY_DN111193_c0_g1_i1"
"1979"	"K19246"	"TRINITY_DN111199_c0_g1_i8"
"1991"	"K01874"	"TRINITY_DN111278_c0_g2_i1"
"1995"	"K00788"	"TRINITY_DN111301_c0_g1_i1"
"2001"	"K24435"	"TRINITY_DN111363_c0_g1_i1"
"2005"	"K03696"	"TRINITY_DN111404_c0_g1_i1"
"2013"	"K00088"	"TRINITY_DN111443_c0_g1_i1"
"2014"	"K00088"	"TRINITY_DN111443_c1_g1_i1"
"2015"	"K00088"	"TRINITY_DN111443_c1_g1_i2"
"2020"	"K00394"	"TRINITY_DN111517_c0_g2_i1"
"2033"	"K20607"	"TRINITY_DN111544_c0_g1_i1"
"2065"	"K09487"	"TRINITY_DN1117_c0_g2_i1"
"2071"	"K04574"	"TRINITY_DN111855_c0_g1_i17"
"2073"	"K04574"	"TRINITY_DN111855_c0_g1_i6"
"2078"	"K00323"	"TRINITY_DN111889_c0_g1_i1"
"2081"	"K07241"	"TRINITY_DN111937_c0_g1_i1"
"2083"	"K09512"	"TRINITY_DN111988_c0_g1_i1"
"2086"	"K02981"	"TRINITY_DN1119_c0_g1_i1"
"2088"	"K02636"	"TRINITY_DN112017_c0_g1_i1"
"2100"	"K02943"	"TRINITY_DN11216_c0_g1_i1"
"2101"	"K02942"	"TRINITY_DN11216_c0_g2_i1"
"2102"	"K02942"	"TRINITY_DN11216_c2_g2_i1"
"2103"	"K02942"	"TRINITY_DN11216_c2_g3_i1"
"2136"	"K19684"	"TRINITY_DN112781_c0_g1_i1"
"2144"	"K07897"	"TRINITY_DN1129_c0_g1_i1"
"2157"	"K02145"	"TRINITY_DN11334_c0_g1_i3"
"2158"	"K02145"	"TRINITY_DN11334_c0_g1_i6"
"2159"	"K02145"	"TRINITY_DN11334_c0_g1_i9"
"2162"	"K02979"	"TRINITY_DN113397_c0_g1_i1"
"2166"	"K11413"	"TRINITY_DN113418_c0_g2_i1"
"2172"	"K07374"	"TRINITY_DN11343_c0_g2_i2"
"2173"	"K07374"	"TRINITY_DN11343_c0_g3_i1"
"2174"	"K07374"	"TRINITY_DN11343_c0_g3_i3"
"2175"	"K07374"	"TRINITY_DN11343_c0_g3_i4"
"2176"	"K07374"	"TRINITY_DN11343_c0_g3_i5"
"2177"	"K07374"	"TRINITY_DN11343_c1_g1_i1"
"2186"	"K13091"	"TRINITY_DN113482_c0_g1_i1"
"2187"	"K00940"	"TRINITY_DN113494_c0_g1_i1"
"2203"	"K01251"	"TRINITY_DN113544_c0_g1_i2"
"2209"	"K02979"	"TRINITY_DN113548_c0_g3_i1"
"2210"	"K02979"	"TRINITY_DN113548_c0_g3_i2"
"2211"	"K10282"	"TRINITY_DN113551_c0_g1_i1"
"2220"	"K00913"	"TRINITY_DN113588_c0_g1_i1"
"2221"	"K00913"	"TRINITY_DN113588_c0_g3_i1"
"2228"	"K00627"	"TRINITY_DN113609_c0_g3_i1"
"2250"	"K02332"	"TRINITY_DN113655_c0_g1_i1"
"2254"	"K10949"	"TRINITY_DN113675_c0_g2_i1"
"2265"	"K14840"	"TRINITY_DN113723_c0_g1_i1"
"2270"	"K20723"	"TRINITY_DN113789_c0_g1_i3"
"2271"	"K20723"	"TRINITY_DN113789_c0_g1_i4"
"2278"	"K05236"	"TRINITY_DN113808_c2_g1_i2"
"2287"	"K02977"	"TRINITY_DN11393_c0_g1_i1"
"2288"	"K02977"	"TRINITY_DN11393_c0_g1_i2"
"2289"	"K02977"	"TRINITY_DN11393_c0_g2_i1"
"2290"	"K02977"	"TRINITY_DN11393_c0_g2_i2"
"2291"	"K02977"	"TRINITY_DN11393_c0_g2_i4"
"2292"	"K02977"	"TRINITY_DN11393_c0_g2_i5"
"2293"	"K08592"	"TRINITY_DN113943_c0_g1_i1"
"2316"	"K07374"	"TRINITY_DN114074_c0_g1_i3"
"2317"	"K07374"	"TRINITY_DN114074_c0_g1_i7"
"2322"	"K12856"	"TRINITY_DN11407_c0_g1_i7"
"2330"	"K03303"	"TRINITY_DN11411_c0_g1_i1"
"2331"	"K03303"	"TRINITY_DN11411_c0_g2_i1"
"2332"	"K03303"	"TRINITY_DN11411_c0_g2_i2"
"2368"	"K02183"	"TRINITY_DN11448_c0_g1_i1"
"2370"	"K09578"	"TRINITY_DN114527_c0_g1_i1"
"2375"	"K05692"	"TRINITY_DN11466_c0_g1_i11"
"2376"	"K05692"	"TRINITY_DN11466_c0_g1_i2"
"2377"	"K08913"	"TRINITY_DN114694_c0_g2_i1"
"2379"	"K14498"	"TRINITY_DN11472_c0_g1_i11"
"2380"	"K14498"	"TRINITY_DN11472_c0_g1_i14"
"2386"	"K11308"	"TRINITY_DN114851_c0_g1_i1"
"2393"	"K11417"	"TRINITY_DN115027_c0_g1_i1"
"2394"	"K11417"	"TRINITY_DN115027_c0_g1_i2"
"2395"	"K07249"	"TRINITY_DN115042_c0_g1_i1"
"2396"	"K00434"	"TRINITY_DN115098_c0_g1_i1"
"2402"	"K03321"	"TRINITY_DN115133_c0_g1_i1"
"2405"	"K23569"	"TRINITY_DN115158_c0_g1_i1"
"2419"	"K09580"	"TRINITY_DN115358_c0_g1_i3"
"2424"	"K02962"	"TRINITY_DN11553_c0_g1_i2"
"2425"	"K02962"	"TRINITY_DN11553_c0_g1_i3"
"2430"	"K00656"	"TRINITY_DN115612_c0_g1_i3"
"2431"	"K00656"	"TRINITY_DN115612_c0_g1_i4"
"2432"	"K02284"	"TRINITY_DN115649_c0_g1_i1"
"2434"	"K02635"	"TRINITY_DN115687_c0_g1_i1"
"2435"	"K02110"	"TRINITY_DN115695_c0_g1_i1"
"2440"	"K06215"	"TRINITY_DN115783_c0_g1_i1"
"2441"	"K06215"	"TRINITY_DN115783_c0_g2_i1"
"2445"	"K07374"	"TRINITY_DN115831_c0_g1_i3"
"2446"	"K07374"	"TRINITY_DN115831_c1_g2_i2"
"2447"	"K02949"	"TRINITY_DN115879_c0_g1_i1"
"2448"	"K12387"	"TRINITY_DN115896_c0_g1_i2"
"2463"	"K15397"	"TRINITY_DN115977_c0_g1_i3"
"2469"	"K04849"	"TRINITY_DN116082_c0_g1_i1"
"2474"	"K02915"	"TRINITY_DN116142_c0_g1_i1"
"2477"	"K00469"	"TRINITY_DN116193_c2_g1_i1"
"2481"	"K00640"	"TRINITY_DN116252_c0_g1_i2"
"2487"	"K02885"	"TRINITY_DN116369_c0_g2_i1"
"2489"	"K16944"	"TRINITY_DN116384_c0_g1_i1"
"2490"	"K16944"	"TRINITY_DN116384_c0_g3_i1"
"2502"	"K01081"	"TRINITY_DN11661_c0_g1_i2"
"2521"	"K03283"	"TRINITY_DN116747_c0_g1_i1"
"2522"	"K02896"	"TRINITY_DN116813_c0_g2_i1"
"2523"	"K02896"	"TRINITY_DN116813_c0_g2_i5"
"2526"	"K16726"	"TRINITY_DN116836_c0_g1_i1"
"2531"	"K01601"	"TRINITY_DN116953_c0_g2_i1"
"2538"	"K00994"	"TRINITY_DN117011_c0_g1_i2"
"2539"	"K00994"	"TRINITY_DN117011_c0_g1_i3"
"2547"	"K02932"	"TRINITY_DN11710_c0_g1_i1"
"2548"	"K02932"	"TRINITY_DN11710_c0_g2_i1"
"2555"	"K14803"	"TRINITY_DN11714_c5_g1_i1"
"2565"	"K06238"	"TRINITY_DN117250_c0_g2_i7"
"2570"	"K09493"	"TRINITY_DN1172_c0_g1_i1"
"2573"	"K13989"	"TRINITY_DN117321_c0_g1_i2"
"2574"	"K13989"	"TRINITY_DN117321_c0_g1_i3"
"2575"	"K13989"	"TRINITY_DN117321_c0_g1_i4"
"2596"	"K10357"	"TRINITY_DN11758_c0_g1_i2"
"2615"	"K00921"	"TRINITY_DN11775_c0_g1_i1"
"2619"	"K06918"	"TRINITY_DN117839_c0_g1_i1"
"2622"	"K12162"	"TRINITY_DN117956_c0_g1_i1"
"2624"	"K12830"	"TRINITY_DN117976_c0_g1_i1"
"2630"	"K16819"	"TRINITY_DN118081_c0_g1_i3"
"2637"	"K01539"	"TRINITY_DN118181_c0_g1_i1"
"2640"	"K08803"	"TRINITY_DN118206_c0_g1_i6"
"2648"	"K15631"	"TRINITY_DN118287_c0_g1_i1"
"2652"	"K02111"	"TRINITY_DN118300_c0_g1_i4"
"2660"	"K00615"	"TRINITY_DN118370_c0_g1_i1"
"2667"	"K12567"	"TRINITY_DN118381_c0_g1_i6"
"2671"	"K24342"	"TRINITY_DN118384_c0_g1_i2"
"2677"	"K00297"	"TRINITY_DN118479_c0_g2_i1"
"2678"	"K01803"	"TRINITY_DN118492_c0_g2_i1"
"2679"	"K01803"	"TRINITY_DN118492_c0_g2_i2"
"2683"	"K17914"	"TRINITY_DN118518_c0_g1_i1"
"2684"	"K06819"	"TRINITY_DN118518_c0_g1_i2"
"2686"	"K02868"	"TRINITY_DN118520_c0_g1_i1"
"2687"	"K02868"	"TRINITY_DN118520_c0_g1_i5"
"2688"	"K02868"	"TRINITY_DN118520_c0_g2_i1"
"2689"	"K02868"	"TRINITY_DN118520_c0_g2_i2"
"2690"	"K02868"	"TRINITY_DN118520_c0_g3_i1"
"2691"	"K03934"	"TRINITY_DN118525_c0_g1_i1"
"2692"	"K03934"	"TRINITY_DN118525_c0_g1_i2"
"2693"	"K11593"	"TRINITY_DN118528_c0_g1_i1"
"2709"	"K25552"	"TRINITY_DN118667_c0_g3_i1"
"2710"	"K25552"	"TRINITY_DN118667_c0_g4_i1"
"2714"	"K15191"	"TRINITY_DN118690_c0_g1_i1"
"2717"	"K18752"	"TRINITY_DN118703_c0_g1_i1"
"2718"	"K18752"	"TRINITY_DN118703_c0_g3_i1"
"2727"	"K25424"	"TRINITY_DN118746_c1_g1_i1"
"2735"	"K26410"	"TRINITY_DN118779_c0_g1_i1"
"2736"	"K14947"	"TRINITY_DN118797_c0_g1_i1"
"2737"	"K12165"	"TRINITY_DN11879_c0_g1_i1"
"2746"	"K02503"	"TRINITY_DN118829_c0_g1_i1"
"2747"	"K02503"	"TRINITY_DN118829_c0_g2_i1"
"2752"	"K07375"	"TRINITY_DN118887_c2_g1_i1"
"2753"	"K07375"	"TRINITY_DN118887_c3_g1_i1"
"2763"	"K12132"	"TRINITY_DN118926_c0_g2_i1"
"2766"	"K12382"	"TRINITY_DN118936_c0_g1_i1"
"2767"	"K12382"	"TRINITY_DN118936_c0_g2_i1"
"2772"	"K22745"	"TRINITY_DN118966_c0_g1_i1"
"2775"	"K22745"	"TRINITY_DN118966_c1_g1_i11"
"2776"	"K22745"	"TRINITY_DN118966_c1_g1_i13"
"2778"	"K22745"	"TRINITY_DN118966_c1_g1_i18"
"2779"	"K22745"	"TRINITY_DN118966_c1_g1_i4"
"2780"	"K22745"	"TRINITY_DN118966_c1_g1_i5"
"2782"	"K22745"	"TRINITY_DN118966_c1_g1_i8"
"2784"	"K10408"	"TRINITY_DN118967_c0_g1_i2"
"2785"	"K10408"	"TRINITY_DN118967_c0_g1_i3"
"2786"	"K10408"	"TRINITY_DN118967_c1_g1_i1"
"2787"	"K10408"	"TRINITY_DN118967_c1_g1_i2"
"2795"	"K10421"	"TRINITY_DN118988_c0_g1_i1"
"2796"	"K09292"	"TRINITY_DN118996_c0_g1_i1"
"2802"	"K10408"	"TRINITY_DN119038_c0_g1_i1"
"2803"	"K10408"	"TRINITY_DN119038_c0_g2_i1"
"2804"	"K10408"	"TRINITY_DN119038_c0_g2_i2"
"2805"	"K10408"	"TRINITY_DN119038_c0_g3_i1"
"2807"	"K03661"	"TRINITY_DN119071_c0_g1_i1"
"2814"	"K00059"	"TRINITY_DN119117_c0_g1_i1"
"2815"	"K00059"	"TRINITY_DN119117_c0_g1_i2"
"2824"	"K05681"	"TRINITY_DN119198_c0_g1_i1"
"2833"	"K00939"	"TRINITY_DN119238_c0_g1_i1"
"2837"	"K05291"	"TRINITY_DN119246_c1_g1_i2"
"2842"	"K02926"	"TRINITY_DN119297_c0_g2_i1"
"2843"	"K15100"	"TRINITY_DN119299_c0_g1_i1"
"2844"	"K03122"	"TRINITY_DN119311_c0_g1_i3"
"2846"	"K02705"	"TRINITY_DN119327_c0_g1_i1"
"2852"	"K22610"	"TRINITY_DN119363_c3_g1_i1"
"2862"	"K01937"	"TRINITY_DN119397_c0_g1_i2"
"2869"	"K04369"	"TRINITY_DN119514_c1_g1_i1"
"2870"	"K04369"	"TRINITY_DN119514_c1_g2_i1"
"2873"	"K09498"	"TRINITY_DN119549_c0_g1_i1"
"2874"	"K09498"	"TRINITY_DN119549_c0_g2_i1"
"2877"	"K09490"	"TRINITY_DN11955_c0_g1_i1"
"2878"	"K03283"	"TRINITY_DN119565_c0_g1_i2"
"2897"	"K25392"	"TRINITY_DN119715_c0_g1_i1"
"2898"	"K25392"	"TRINITY_DN119715_c0_g1_i2"
"2906"	"K02894"	"TRINITY_DN1197_c0_g1_i1"
"2907"	"K19477"	"TRINITY_DN119802_c0_g2_i1"
"2908"	"K19477"	"TRINITY_DN119802_c0_g2_i2"
"2913"	"K02927"	"TRINITY_DN119828_c0_g1_i1"
"2915"	"K15987"	"TRINITY_DN119848_c0_g2_i1"
"2916"	"K15987"	"TRINITY_DN119848_c0_g2_i2"
"2924"	"K03798"	"TRINITY_DN11996_c0_g3_i1"
"2925"	"K03798"	"TRINITY_DN11996_c0_g3_i2"
"2926"	"K14571"	"TRINITY_DN11996_c1_g1_i1"
"2929"	"K15537"	"TRINITY_DN119982_c0_g1_i3"
"2967"	"K09553"	"TRINITY_DN120285_c0_g1_i1"
"2973"	"K03046"	"TRINITY_DN120294_c0_g1_i1"
"2974"	"K15728"	"TRINITY_DN120298_c0_g1_i1"
"3019"	"K12670"	"TRINITY_DN120568_c0_g2_i1"
"3020"	"K12670"	"TRINITY_DN120568_c0_g2_i2"
"3021"	"K01517"	"TRINITY_DN120568_c0_g3_i1"
"3022"	"K08518"	"TRINITY_DN120573_c0_g3_i2"
"3035"	"K26163"	"TRINITY_DN120709_c0_g1_i1"
"3036"	"K16499"	"TRINITY_DN12070_c0_g1_i2"
"3037"	"K16499"	"TRINITY_DN12070_c0_g1_i9"
"3039"	"K20369"	"TRINITY_DN120732_c0_g1_i1"
"3042"	"K20416"	"TRINITY_DN120868_c0_g1_i1"
"3044"	"K14537"	"TRINITY_DN120885_c0_g1_i2"
"3047"	"K05658"	"TRINITY_DN120896_c0_g1_i1"
"3049"	"K25532"	"TRINITY_DN1208_c0_g1_i1"
"3064"	"K02703"	"TRINITY_DN120_c0_g1_i1"
"3065"	"K02703"	"TRINITY_DN120_c0_g1_i10"
"3066"	"K02703"	"TRINITY_DN120_c0_g1_i12"
"3074"	"K07374"	"TRINITY_DN121141_c0_g3_i1"
"3084"	"K03046"	"TRINITY_DN12125_c0_g1_i2"
"3085"	"K03046"	"TRINITY_DN12125_c0_g1_i3"
"3086"	"K03046"	"TRINITY_DN12125_c0_g1_i4"
"3090"	"K12160"	"TRINITY_DN121303_c0_g1_i2"
"3092"	"K12160"	"TRINITY_DN121303_c0_g2_i2"
"3093"	"K12160"	"TRINITY_DN121303_c0_g3_i1"
"3108"	"K09613"	"TRINITY_DN121486_c0_g1_i1"
"3122"	"K10841"	"TRINITY_DN121717_c2_g6_i1"
"3125"	"K21440"	"TRINITY_DN121765_c0_g1_i1"
"3133"	"K11835"	"TRINITY_DN121918_c1_g1_i2"
"3156"	"K11461"	"TRINITY_DN122159_c2_g1_i1"
"3163"	"K02029"	"TRINITY_DN122303_c0_g1_i1"
"3164"	"K25509"	"TRINITY_DN122309_c0_g2_i1"
"3177"	"K01673"	"TRINITY_DN12255_c0_g1_i1"
"3178"	"K01673"	"TRINITY_DN12255_c1_g1_i2"
"3179"	"K01673"	"TRINITY_DN12255_c1_g1_i3"
"3180"	"K01673"	"TRINITY_DN12255_c1_g1_i4"
"3181"	"K01673"	"TRINITY_DN12255_c1_g1_i5"
"3182"	"K01673"	"TRINITY_DN12255_c1_g2_i1"
"3187"	"K21853"	"TRINITY_DN122586_c0_g1_i1"
"3188"	"K19041"	"TRINITY_DN122594_c0_g1_i1"
"3190"	"K02183"	"TRINITY_DN12260_c0_g1_i1"
"3207"	"K09640"	"TRINITY_DN122776_c0_g2_i2"
"3229"	"K02957"	"TRINITY_DN123107_c0_g1_i1"
"3237"	"K08864"	"TRINITY_DN123356_c1_g3_i1"
"3243"	"K02575"	"TRINITY_DN123544_c0_g1_i2"
"3244"	"K02575"	"TRINITY_DN123544_c0_g1_i3"
"3245"	"K02575"	"TRINITY_DN123544_c0_g1_i4"
"3247"	"K05016"	"TRINITY_DN123562_c0_g1_i1"
"3256"	"K10303"	"TRINITY_DN123650_c0_g1_i1"
"3257"	"K06233"	"TRINITY_DN123673_c0_g1_i1"
"3264"	"K02105"	"TRINITY_DN123788_c0_g1_i1"
"3266"	"K00698"	"TRINITY_DN123874_c0_g1_i3"
"3267"	"K00698"	"TRINITY_DN123874_c1_g1_i2"
"3273"	"K05692"	"TRINITY_DN12393_c0_g1_i1"
"3274"	"K10354"	"TRINITY_DN12393_c0_g1_i5"
"3275"	"K05692"	"TRINITY_DN12393_c0_g1_i6"
"3283"	"K07151"	"TRINITY_DN123997_c0_g1_i1"
"3287"	"K14388"	"TRINITY_DN124002_c0_g2_i6"
"3288"	"K14388"	"TRINITY_DN124002_c0_g2_i7"
"3291"	"K03260"	"TRINITY_DN124047_c0_g1_i3"
"3293"	"K03260"	"TRINITY_DN124047_c0_g3_i7"
"3297"	"K14843"	"TRINITY_DN124116_c0_g1_i1"
"3301"	"K02704"	"TRINITY_DN124155_c0_g1_i1"
"3302"	"K02704"	"TRINITY_DN124155_c0_g1_i2"
"3306"	"K05765"	"TRINITY_DN124170_c0_g1_i1"
"3308"	"K05699"	"TRINITY_DN124206_c0_g1_i1"
"3318"	"K01193"	"TRINITY_DN124340_c0_g1_i1"
"3319"	"K01193"	"TRINITY_DN124340_c0_g1_i2"
"3320"	"K03869"	"TRINITY_DN124345_c0_g1_i5"
"3322"	"K08867"	"TRINITY_DN124359_c0_g2_i2"
"3323"	"K08867"	"TRINITY_DN124359_c0_g4_i1"
"3326"	"K01952"	"TRINITY_DN124388_c0_g1_i1"
"3327"	"K01952"	"TRINITY_DN124388_c0_g1_i2"
"3328"	"K14000"	"TRINITY_DN124403_c0_g2_i1"
"3329"	"K14000"	"TRINITY_DN124403_c0_g2_i2"
"3338"	"K08094"	"TRINITY_DN124446_c0_g2_i1"
"3341"	"K24881"	"TRINITY_DN124473_c0_g1_i3"
"3347"	"K00522"	"TRINITY_DN124512_c0_g1_i1"
"3349"	"K10839"	"TRINITY_DN124542_c0_g1_i1"
"3358"	"K02328"	"TRINITY_DN124625_c0_g1_i4"
"3359"	"K13091"	"TRINITY_DN124627_c0_g1_i1"
"3363"	"K03006"	"TRINITY_DN124638_c0_g1_i1"
"3364"	"K03006"	"TRINITY_DN124638_c0_g3_i1"
"3370"	"K13209"	"TRINITY_DN124674_c0_g1_i1"
"3371"	"K13209"	"TRINITY_DN124674_c0_g2_i1"
"3374"	"K17943"	"TRINITY_DN124689_c0_g1_i1"
"3385"	"K04739"	"TRINITY_DN124741_c0_g1_i1"
"3389"	"K02737"	"TRINITY_DN124760_c0_g1_i1"
"3390"	"K02737"	"TRINITY_DN124760_c0_g1_i2"
"3393"	"K09487"	"TRINITY_DN124789_c0_g3_i1"
"3395"	"K14498"	"TRINITY_DN124812_c0_g1_i2"
"3400"	"K06188"	"TRINITY_DN124905_c0_g1_i1"
"3401"	"K06188"	"TRINITY_DN124905_c0_g1_i2"
"3402"	"K06188"	"TRINITY_DN124905_c0_g1_i3"
"3408"	"K01225"	"TRINITY_DN124951_c0_g1_i1"
"3409"	"K01225"	"TRINITY_DN124951_c0_g1_i2"
"3410"	"K01225"	"TRINITY_DN124951_c0_g2_i1"
"3411"	"K01225"	"TRINITY_DN124951_c0_g3_i1"
"3412"	"K02520"	"TRINITY_DN124951_c1_g1_i1"
"3416"	"K07603"	"TRINITY_DN12497_c0_g2_i1"
"3421"	"K02708"	"TRINITY_DN125010_c0_g1_i1"
"3422"	"K02708"	"TRINITY_DN125010_c0_g2_i1"
"3423"	"K02708"	"TRINITY_DN125010_c0_g3_i1"
"3424"	"K08803"	"TRINITY_DN125012_c0_g1_i1"
"3429"	"K02982"	"TRINITY_DN125041_c4_g1_i1"
"3430"	"K11432"	"TRINITY_DN12505_c0_g1_i2"
"3437"	"K00381"	"TRINITY_DN125120_c0_g1_i1"
"3438"	"K00381"	"TRINITY_DN125120_c0_g1_i2"
"3439"	"K00381"	"TRINITY_DN125120_c0_g2_i1"
"3440"	"K00381"	"TRINITY_DN125120_c0_g3_i1"
"3442"	"K07901"	"TRINITY_DN125128_c0_g2_i1"
"3443"	"K02971"	"TRINITY_DN125149_c0_g1_i2"
"3444"	"K02971"	"TRINITY_DN125149_c0_g2_i1"
"3446"	"K18635"	"TRINITY_DN125185_c0_g1_i1"
"3447"	"K00986"	"TRINITY_DN125185_c2_g2_i1"
"3462"	"K14347"	"TRINITY_DN125229_c0_g1_i2"
"3478"	"K07375"	"TRINITY_DN125330_c0_g1_i1"
"3479"	"K04955"	"TRINITY_DN125358_c0_g1_i1"
"3480"	"K01875"	"TRINITY_DN125365_c0_g1_i1"
"3485"	"K01556"	"TRINITY_DN12540_c1_g1_i7"
"3486"	"K09250"	"TRINITY_DN12543_c0_g1_i1"
"3489"	"K13525"	"TRINITY_DN125465_c0_g1_i1"
"3490"	"K13525"	"TRINITY_DN125465_c0_g1_i2"
"3492"	"K25611"	"TRINITY_DN12547_c0_g3_i1"
"3504"	"K10601"	"TRINITY_DN125545_c0_g1_i2"
"3510"	"K12191"	"TRINITY_DN125657_c0_g1_i1"
"3511"	"K12191"	"TRINITY_DN125657_c0_g1_i2"
"3512"	"K12191"	"TRINITY_DN125657_c2_g1_i1"
"3516"	"K14559"	"TRINITY_DN125674_c0_g1_i1"
"3528"	"K11268"	"TRINITY_DN125794_c0_g1_i2"
"3543"	"K01674"	"TRINITY_DN125946_c0_g2_i2"
"3544"	"K01869"	"TRINITY_DN125947_c0_g1_i1"
"3551"	"K09228"	"TRINITY_DN126047_c0_g1_i1"
"3552"	"K02866"	"TRINITY_DN126059_c0_g1_i2"
"3559"	"K02932"	"TRINITY_DN1261_c1_g1_i1"
"3560"	"K02932"	"TRINITY_DN1261_c1_g1_i2"
"3561"	"K02932"	"TRINITY_DN1261_c1_g1_i3"
"3562"	"K02932"	"TRINITY_DN1261_c1_g1_i4"
"3563"	"K03881"	"TRINITY_DN12620_c0_g1_i2"
"3564"	"K03881"	"TRINITY_DN12620_c0_g1_i5"
"3577"	"K08328"	"TRINITY_DN126351_c0_g1_i1"
"3578"	"K14820"	"TRINITY_DN126362_c0_g1_i2"
"3581"	"K24226"	"TRINITY_DN126523_c0_g1_i1"
"3596"	"K19525"	"TRINITY_DN12680_c0_g1_i1"
"3597"	"K19525"	"TRINITY_DN12680_c0_g1_i2"
"3598"	"K19525"	"TRINITY_DN12680_c0_g1_i3"
"3599"	"K19525"	"TRINITY_DN12680_c0_g1_i4"
"3610"	"K01802"	"TRINITY_DN126928_c0_g1_i1"
"3611"	"K15042"	"TRINITY_DN126953_c0_g1_i1"
"3612"	"K15042"	"TRINITY_DN126953_c0_g2_i1"
"3613"	"K08776"	"TRINITY_DN12695_c1_g1_i2"
"3614"	"K08776"	"TRINITY_DN12695_c1_g2_i1"
"3620"	"K17795"	"TRINITY_DN127068_c0_g1_i1"
"3621"	"K17795"	"TRINITY_DN127068_c0_g1_i4"
"3632"	"K17592"	"TRINITY_DN127214_c0_g1_i5"
"3641"	"K09490"	"TRINITY_DN127305_c0_g1_i2"
"3642"	"K09490"	"TRINITY_DN127305_c0_g1_i3"
"3643"	"K09490"	"TRINITY_DN127305_c0_g1_i4"
"3645"	"K20011"	"TRINITY_DN1273_c0_g1_i1"
"3655"	"K09710"	"TRINITY_DN127523_c0_g1_i1"
"3656"	"K13993"	"TRINITY_DN127542_c0_g1_i5"
"3658"	"K01759"	"TRINITY_DN127638_c0_g1_i1"
"3661"	"K20644"	"TRINITY_DN12774_c0_g1_i2"
"3663"	"K20644"	"TRINITY_DN12774_c0_g1_i4"
"3664"	"K20644"	"TRINITY_DN12774_c0_g1_i6"
"3667"	"K03778"	"TRINITY_DN127820_c0_g1_i1"
"3668"	"K03778"	"TRINITY_DN127820_c0_g1_i2"
"3677"	"K00167"	"TRINITY_DN127983_c0_g2_i1"
"3682"	"K13431"	"TRINITY_DN128115_c0_g1_i2"
"3687"	"K04886"	"TRINITY_DN1281_c1_g1_i1"
"3691"	"K00688"	"TRINITY_DN128223_c0_g2_i1"
"3692"	"K11166"	"TRINITY_DN128238_c0_g1_i2"
"3694"	"K01265"	"TRINITY_DN128272_c0_g1_i3"
"3704"	"K12866"	"TRINITY_DN128333_c2_g4_i1"
"3719"	"K01365"	"TRINITY_DN128435_c0_g1_i1"
"3720"	"K04460"	"TRINITY_DN128478_c0_g1_i2"
"3723"	"K17918"	"TRINITY_DN128490_c0_g1_i2"
"3727"	"K10960"	"TRINITY_DN128518_c0_g1_i1"
"3728"	"K10960"	"TRINITY_DN128518_c0_g1_i2"
"3729"	"K10960"	"TRINITY_DN128518_c0_g1_i3"
"3730"	"K10960"	"TRINITY_DN128518_c0_g1_i4"
