Seq	Level1	Level2	Level3	Level4	Level5	Level6	Level7
Seq170	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	uncultured marine thaumarchaeote KM3_193_A03	uncultured marine thaumarchaeote KM3_193_A03
Seq171	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	uncultured marine thaumarchaeote KM3_69_H10	uncultured marine thaumarchaeote KM3_69_H10
Seq172	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	uncultured marine thaumarchaeote SAT1000_22_C02	uncultured marine thaumarchaeote SAT1000_22_C02
Seq173	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	uncultured sediment archaeon	uncultured sediment archaeon
Seq174	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	uncultured thaumarchaeote	uncultured thaumarchaeote
Seq175	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaeraceae	Nitrososphaeraceae
Seq176	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrocosmicus	Candidatus Nitrocosmicus oleophilus
Seq177	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	Candidatus Nitrososphaera
Seq178	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	Candidatus Nitrososphaera sp. THUAOA
Seq179	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	uncultured archaeon
Seq180	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	uncultured archaeon	uncultured archaeon
Seq181	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	uncultured bacterium	uncultured bacterium
Seq182	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	uncultured crenarchaeote	uncultured crenarchaeote
Seq183	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	uncultured thaumarchaeote	uncultured thaumarchaeote
Seq184	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	Nitrosotaleaceae	Nitrosotaleaceae
Seq185	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	Candidatus Nitrosotalea	uncultured crenarchaeote
Seq186	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	uncultured archaeon	uncultured archaeon
Seq187	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	uncultured crenarchaeote	uncultured crenarchaeote
Seq188	Archaea	Crenarchaeota	Nitrososphaeria	SCGC AB-179-E04	SCGC AB-179-E04	SCGC AB-179-E04	SCGC AB-179-E04
Seq189	Archaea	Crenarchaeota	Nitrososphaeria	SCGC AB-179-E04	uncultured archaeon	uncultured archaeon	uncultured archaeon
Seq190	Archaea	Crenarchaeota	Nitrososphaeria	uncultured	uncultured archaeon	uncultured archaeon	uncultured archaeon
Seq191	Archaea	Crenarchaeota	Thermoprotei	Thermoprotei	Thermoprotei	Thermoprotei	Thermoprotei
Seq192	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcales	Desulfurococcales	Desulfurococcales
Seq193	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Acidilobaceae	Acidilobus	uncultured Acidilobus sp. CIS
Seq194	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Acidilobaceae	Aeropyrum	Aeropyrum camini SY1 = JCM 12091
Seq195	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Acidilobaceae	Aeropyrum	uncultured Desulfurococcales archaeon
Seq196	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Acidilobaceae	Thermodiscus	Thermodiscus maritimus
Seq197	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Acidilobaceae	uncultured archaeon	uncultured archaeon
Seq198	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus
Seq199	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus amylolyticus
Seq200	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus amylolyticus Z-533
Seq201	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus
Seq202	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	uncultured archaeon
Seq203	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermosphaera	Thermosphaera aggregans DSM 11486
Seq204	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Ignisphaeraceae	Ignisphaera	Ignisphaera
Seq205	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Ignisphaeraceae	Ignisphaera	Desulfurococcaceae archaeon CSC-16S
Seq206	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium	Pyrodictium
Seq207	Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus	Fervidicoccus fontis Kam940
Seq208	Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus	uncultured archaeon
Seq209	Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	uncultured	uncultured Desulfurococcales archaeon
Seq210	Archaea	Crenarchaeota	Thermoprotei	Geoarchaeales	SCGC AAA261-C22	crenarchaeote SCGC AAA261-C22	crenarchaeote SCGC AAA261-C22
Seq211	Archaea	Crenarchaeota	Thermoprotei	Geoarchaeales	uncultured archaeon	uncultured archaeon	uncultured archaeon
Seq212	Archaea	Crenarchaeota	Thermoprotei	Geoarchaeales	uncultured crenarchaeote	uncultured crenarchaeote	uncultured crenarchaeote
Seq213	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobaceae	Sulfolobaceae
Seq214	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	uncultured archaeon
Seq215	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera
Seq216	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera yellowstonensis MK1
Seq217	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	uncultured archaeon
Seq218	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus	Sulfolobus mongibelli
Seq219	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus	Sulfolobus sp. MV2/99
Seq220	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus
Seq221	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfodiicoccus acidiphilus
Seq222	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius N8
Seq223	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfurisphaera tokodaii
Seq224	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfurisphaera	Sulfurisphaera javensis
Seq225	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	uncultured	uncultured crenarchaeote
Seq226	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum	Thermofilum
Seq227	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum	Thermofilum uzonense
Seq228	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum	uncultured archaeon
Seq229	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteaceae	Thermoproteaceae
Seq230	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum
Seq231	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum sp. M0H
Seq232	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	uncultured crenarchaeote pBA2
Seq233	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta sp. JCM 16161
Seq234	Archaea	Crenarchaeota	Thermoprotei	uncultured	uncultured archaeon	uncultured archaeon	uncultured archaeon
Seq235	Archaea	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota
Seq236	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriales	Methanobacteriales	Methanobacteriales
Seq237	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacteriaceae	Methanobacteriaceae
Seq238	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium
Seq239	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium beijingense
Seq240	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium bryantii
Seq241	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium congolense
Seq242	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum
Seq243	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium kanagiense
Seq244	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium lacus
Seq245	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium movens
Seq246	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium palustre
Seq247	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp. AH1
Seq248	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp. BAmetb5
Seq249	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp. BRmetb2
Seq250	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp. MB1
Seq251	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp. PtaB.Bin024
Seq252	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium subterraneum
Seq253	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	metagenome
Seq254	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	uncultured Methanobacteriaceae archaeon
Seq255	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	uncultured Methanobacteriales archaeon
Seq256	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	uncultured Methanobacterium sp.
Seq257	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	uncultured archaeon
Seq258	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter
Seq259	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter arboriphilus
Seq260	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter curvatus
Seq261	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter cuticularis
Seq262	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter millerae
Seq263	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter oralis
Seq264	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter ruminantium M1
Seq265	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii
Seq266	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii ATCC 35061
Seq267	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp. 87.7
Seq268	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp. AbM4
Seq269	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	uncultured Methanobrevibacter sp.
Seq270	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	uncultured archaeon
Seq271	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	uncultured bacterium
Seq272	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	uncultured methanogenic archaeon
Seq273	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	uncultured rumen archaeon
Seq274	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera
Seq275	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera cuniculi
Seq276	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera sp. A4
Seq277	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera sp. BMS
Seq278	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera sp. WGK6
Seq279	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	uncultured Methanosphaera sp.
Seq280	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	uncultured archaeon
Seq281	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	uncultured euryarchaeote
Seq282	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	uncultured	uncultured archaeon
Seq283	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermaceae	Methanothermus	Methanothermus fervidus DSM 2088
Seq284	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermobacteriaceae	Methanothermobacter	Methanothermobacter
Seq285	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermobacteriaceae	Methanothermobacter	Methanothermobacter marburgensis str. Marburg
Seq286	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermobacteriaceae	Methanothermobacter	Methanothermobacter sp. MT-2
Seq287	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermobacteriaceae	Methanothermobacter	Methanothermobacter tenebrarum
Seq288	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermobacteriaceae	Methanothermobacter	Methanothermobacter thermautotrophicus str. Delta H
Seq289	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermobacteriaceae	Methanothermobacter	Methanothermobacter wolfei
Seq290	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermobacteriaceae	Methanothermobacter	uncultured archaeon
Seq291	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcales	Methanococcales	Methanococcales
Seq292	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus
Seq293	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus fervens AG86
Seq294	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus infernus ME
Seq295	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus sp. FS406-22
Seq296	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus villosus KIN24-T80
Seq297	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	uncultured Methanocaldococcus sp.
Seq298	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	uncultured archaeon
Seq299	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcaceae	Methanococcaceae
Seq300	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus
Seq301	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus aeolicus Nankai-3
Seq302	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis C5
Seq303	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus vannielii SB
Seq304	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus voltae A3
Seq305	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	uncultured Methanococcales archaeon
Seq306	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	Methanothermococcus
Seq307	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	Methanothermococcus okinawensis IH1
Seq308	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	Methanothermococcus thermolithotrophicus DSM 2095
Seq309	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	archaeon enrichment culture clone EA3.11
Seq310	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	uncultured archaeon
Seq311	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanotorris	Methanotorris
Seq312	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanotorris	Methanotorris formicicus Mc-S-70
Seq313	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanotorris	Methanotorris igneus Kol 5
Seq314	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanotorris	uncultured bacterium
Seq315	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	uncultured archaeon	uncultured archaeon
Seq316	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	uncultured	uncultured
Seq317	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	uncultured	uncultured Methanococcus sp.
Seq318	Archaea	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	Methanopyrus
Seq319	Archaea	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	Methanopyrus kandleri AV19
Seq320	Archaea	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	uncultured archaeon
Seq321	Archaea	Euryarchaeota	Thermococci	Thermococci	Thermococci	Thermococci	Thermococci
Seq322	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	Methanofastidiosales	Methanofastidiosales	Methanofastidiosales
Seq323	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	Methanofastidiosaceae	Candidatus Methanofastidiosum	Candidatus Methanofastidiosum
Seq324	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	Methanofastidiosaceae	Candidatus Methanofastidiosum	Arc I group archaeon B03fssc0709_Meth_Bin005
Seq325	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	Methanofastidiosaceae	Candidatus Methanofastidiosum	uncultured archaeon
Seq326	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	Methanofastidiosaceae	Candidatus Methanofastidiosum	uncultured euryarchaeote
Seq327	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	uncultured archaeon	uncultured archaeon	uncultured archaeon
Seq328	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	uncultured	uncultured	uncultured
Seq329	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	uncultured	marine metagenome	marine metagenome
Seq330	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	uncultured	marine sediment metagenome	marine sediment metagenome
Seq331	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	uncultured	uncultured archaeon 19b-37	uncultured archaeon 19b-37
Seq332	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	uncultured	uncultured archaeon	uncultured archaeon
Seq333	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	uncultured	uncultured bacterium	uncultured bacterium
Seq334	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	uncultured	uncultured euryarchaeote	uncultured euryarchaeote
Seq335	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	uncultured	uncultured marine archaeon	uncultured marine archaeon
Seq336	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	uncultured	uncultured sediment archaeon	uncultured sediment archaeon
Seq337	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcaceae	Thermococcaceae
Seq338	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus	Palaeococcus helgesonii
Seq339	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus	Palaeococcus sp. Ax00-33
Seq340	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus furiosus DSM 3638
